"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","0","0","204","11","0.000000","0","72"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","0","128","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","0","112","6","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/WallTESt/M_WallTest.M_WallTest","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/M_Sofa.M_Sofa","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter1/M_MetalGrid.M_MetalGrid","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Modern_Cupboard.M_Modern_Cupboard","0","0","3","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/PiaWall/M_WALLPIATEST.M_WALLPIATEST","0","0","3","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","2","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Rug2.M_Rug2","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/M_Sofa1.M_Sofa1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Commode.M_Commode","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Classic_Cupboard.M_Classic_Cupboard","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Classic_Commode.M_Classic_Commode","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Cupboard_Metall.M_Cupboard_Metall","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/PinkStripes/M_PinkStripes.M_PinkStripes","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/LightBlueStripes/M_LightBlue.M_LightBlue","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter3/M_Fronts.M_Fronts","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter3/M_WoodenDrawers.M_WoodenDrawers","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_Plaster_antrasit_002.M_Plaster_antrasit_002","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_wood_tile_002.M_wood_tile_002","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Bathtub.M_Bathtub","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter1/M_InnerFrame.M_InnerFrame","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter1/M_Fronts.M_Fronts","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/TVCounter1/M_WoodenBackground.M_WoodenBackground","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_Metal_s.M_Metal_s","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_Plaster_antrasit.M_Plaster_antrasit","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_wood_tile.M_wood_tile","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/M_Marble.M_Marble","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Coffee_Table.M_Coffee_Table","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Furg1.M_Furg1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Rugs/CowRugGreen/M_GreenCowRug.M_GreenCowRug","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Rug1.M_Rug1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_TV.M_TV","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/T_Table_Lamp.T_Table_Lamp","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Shower_head1.M_Shower_head1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Floors/Tiled/M_FloorTiledPos.M_FloorTiledPos","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_House_V1/Materials/M_Glass.M_Glass","0","0","10","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Floors/P_Yellow_wood/M_YellowWoodFloor.M_YellowWoodFloor","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Mid_bar_table1.M_Mid_bar_table1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/BarTable/M_Mid_bar_table1.M_Mid_bar_table1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Mid_bar_table_stand.M_Mid_bar_table_stand","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/BarTable/M_Mid_bar_table_stand.M_Mid_bar_table_stand","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Rugs/RugLightBlue/M_RugLightBlue.M_RugLightBlue","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_magazine2.M_magazine2","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/KitchenWall/M_PanelGreenWall.M_PanelGreenWall","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_fridge_cabinet.M_fridge_cabinet","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Mirror.M_Mirror","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_shower_glass.M_shower_glass","0","0","6","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_shower.M_shower","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Mirror_frame1.M_Mirror_frame1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_shower_cabinet.M_shower_cabinet","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos14.M_KitchenPos14","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/MM_Tables_and_Chairs.MM_Tables_and_Chairs","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Classic_chair/M_P_classicChair.M_P_classicChair","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Modern_Bed_2.M_Modern_Bed_2","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Modern_Bed_3.M_Modern_Bed_3","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_bar_stool1.M_bar_stool1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Floors/WhiteTileFloor/M_WhiteTileFloor.M_WhiteTileFloor","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_fridge_in.M_fridge_in","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/TexturesMatrials/wood_stairs_rail.wood_stairs_rail","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/TexturesMatrials/wood_stairs_Base.wood_stairs_Base","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_fridge1.M_fridge1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos6.M_KitchenPos6","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_magazine1.M_magazine1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/LPGenericPropsSet04/Materials/Generic/M_GenericGlass.M_GenericGlass","0","0","6","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_boiler1.M_boiler1","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/Washroom/M_GreenWhiteLine.M_GreenWhiteLine","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_LightBlue.M_LightBlue","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/LPGenericPropsSet04/Materials/Generic/M_Generic.M_Generic","0","0","80","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_House_V1/Materials/M_Mirror.M_Mirror","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Mirror1.M_Mirror1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_wc_set.M_wc_set","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_Pink.M_Pink","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/BathroomTileWhite/Wall_Thick__1__Material_001_BaseColor_Mat.Wall_Thick__1__Material_001_BaseColor_Mat","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Metall.M_Metall","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Bed_drawer_metall.M_Bed_drawer_metall","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Bed_drawer_plastic.M_Bed_drawer_plastic","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_Green.M_Green","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Old_Chair.M_Old_Chair","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/WallKalkGreen/M_BasementWallPos.M_BasementWallPos","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Basement/M_White.M_White","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_magazine3.M_magazine3","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Floors/P_White_Wood/M_WhiteWoodFloor.M_WhiteWoodFloor","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Floors/BasementFloor/M_BasementFloorPos.M_BasementFloorPos","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/BedroomAccentWallReverse/M_GreenStripes.M_GreenStripes","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_White.M_White","0","0","6","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Rugs/BambooWhite/M_BambooWhite.M_BambooWhite","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_LightBlueMatted.M_LightBlueMatted","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_magazine4.M_magazine4","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_Yellow.M_Yellow","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Ceilings/P_White_ceiling/M_WhiteCeiling.M_WhiteCeiling","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos7.M_KitchenPos7","0","0","3","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","3","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","8","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","0","9","3","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","6","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos10.M_KitchenPos10","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Bed_Lamp_Glowing_Part.M_Bed_Lamp_Glowing_Part","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Toilet.M_Toilet","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_washer/M_P_Washer.M_P_Washer","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos8.M_KitchenPos8","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Modern_Table_top.M_Modern_Table_top","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Modern_Table_bottom.M_Modern_Table_bottom","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Chrome.M_Chrome","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Elegant_chair.M_Elegant_chair","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Classic_Leather_armchair.M_Classic_Leather_armchair","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Classic_Leather_armchair2.M_Classic_Leather_armchair2","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Basement/M_BasementWallPos.M_BasementWallPos","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_stand_lamp1.M_stand_lamp1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_stand_lamp_hat.M_stand_lamp_hat","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos3.M_KitchenPos3","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_stand_lamp_ems.M_stand_lamp_ems","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/P_Kitchen/M_KitchenPos9.M_KitchenPos9","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/OfficeWall/M_BasementWallPos.M_BasementWallPos","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Maps/Floor1_Mat.Floor1_Mat","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_White1.M_White1","0","0","6","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/M_YellowMatted.M_YellowMatted","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Walls/GreenStripes/M_GreenStripes.M_GreenStripes","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_Rug3.M_Rug3","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/Rugs/WhiteAndYellow/M_RugWhiteAndYellow.M_RugWhiteAndYellow","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/Modern_house/Materials/M_magazine_holder1.M_magazine_holder1","0","0","3","1","0.000000","0","0"
"/Game/ThridParty_Assets/FreeFurniturePack/Materials/M_Bed_Lamp_3.M_Bed_Lamp_3","0","0","3","1","0.000000","0","0"
"/Game/FirstPerson/Material/M_Postive/BathroomTileWhite/M_BathroomTileWhite.M_BathroomTileWhite","0","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","11","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","16","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","16","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","38","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","38","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","75","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","71","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","11","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","71","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","50","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","69","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","28","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","88","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","1255","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","5","1","0.000000","0","0"
"/Game/MainMenu/Brightness_Gamma/M_H_BrightnessGamma.M_H_BrightnessGamma","49","0","12","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","12","1","0.000000","0","0"
